Target Number,Indicator Number,Description,St. Code,State or Union Territory,Value,Processed Value,Final Value,Map Score,Score,Source
6,6.08,"Criminal Misappropriation of Property per 100,000",9,Uttar Pradesh,0.00,97.07,97.07,2.91,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.08,"Criminal Misappropriation of Property per 100,000",5,Uttarakhand,0.00,100.00,100.00,3.00,green,NCRB(IPCCrimes-2022)/Census(2011)
6,6.08,"Criminal Misappropriation of Property per 100,000",19,West Bengal,0.00,98.17,98.17,2.94,yellow,NCRB(IPCCrimes-2022)/Census(2011)
7,7.02,"Embezzlement per 100,000",35,Andaman and Nicobar Islands,0.79,87.30,87.30,2.62,yellow,NCRB(IPCCrimes-2022)/Census(2011)
7,7.02,"Embezzlement per 100,000",37,Andhra Pradesh,2.04,56.05,56.05,1.68,yellow,NCRB(IPCCrimes-2022)/Census(2011)
7,7.02,"Embezzlement per 100,000",12,Arunachal Pradesh,1.88,59.97,59.97,1.80,yellow,NCRB(IPCCrimes-2022)/Census(2011)
7,7.02,"Embezzlement per 100,000",18,Assam,3.57,17.52,17.52,0.53,orange,NCRB(IPCCrimes-2022)/Census(2011)
7,7.02,"Embezzlement per 100,000",10,Bihar,0.36,98.05,98.05,2.94,yellow,NCRB(IPCCrimes-2022)/Census(2011)
7,7.02,"Embezzlement per 100,000",4,Chandigarh,0.28,99.93,99.93,3.00,yellow,NCRB(IPCCrimes-2022)/Census(2011)
7,7.02,"Embezzlement per 100,000",22,Chhattisgarh,0.71,89.30,89.30,2.68,yellow,NCRB(IPCCrimes-2022)/Census(2011)
7,7.02,"Embezzlement per 100,000",25,Dadra and Nagar Haveli and Daman and Diu,2.22,51.44,51.44,1.54,yellow,NCRB(IPCCrimes-2022)/Census(2011)
7,7.02,"Embezzlement per 100,000",7,Delhi,1.57,67.80,67.80,2.03,yellow,NCRB(IPCCrimes-2022)/Census(2011)
7,7.02,"Embezzlement per 100,000",30,Goa,2.06,55.51,55.51,1.67,yellow,NCRB(IPCCrimes-2022)/Census(2011)
7,7.02,"Embezzlement per 100,000",24,Gujarat,1.07,80.19,80.19,2.41,yellow,NCRB(IPCCrimes-2022)/Census(2011)
7,7.02,"Embezzlement per 100,000",6,Haryana,6.11,-45.96,0.00,0.00,red,NCRB(IPCCrimes-2022)/Census(2011)
7,7.02,"Embezzlement per 100,000",2,Himachal Pradesh,1.62,66.53,66.53,2.00,yellow,NCRB(IPCCrimes-2022)/Census(2011)
7,7.02,"Embezzlement per 100,000",1,Jammu and Kashmir,0.51,94.39,94.39,2.83,yellow,NCRB(IPCCrimes-2022)/Census(2011)
7,7.02,"Embezzlement per 100,000",20,Jharkhand,0.72,89.05,89.05,2.67,yellow,NCRB(IPCCrimes-2022)/Census(2011)
7,7.02,"Embezzlement per 100,000",29,Karnataka,0.75,88.14,88.14,2.64,yellow,NCRB(IPCCrimes-2022)/Census(2011)
7,7.02,"Embezzlement per 100,000",32,Kerala,0.46,95.42,95.42,2.86,yellow,NCRB(IPCCrimes-2022)/Census(2011)
7,7.02,"Embezzlement per 100,000",35,Ladakh,2.19,52.18,52.18,1.57,yellow,NCRB(IPCCrimes-2022)/Census(2011)
7,7.02,"Embezzlement per 100,000",31,Lakshadweep,0.00,107.05,100.00,3.00,green,NCRB(IPCCrimes-2022)/Census(2011)
7,7.02,"Embezzlement per 100,000",23,Madhya Pradesh,0.93,83.87,83.87,2.52,yellow,NCRB(IPCCrimes-2022)/Census(2011)
7,7.02,"Embezzlement per 100,000",27,Maharashtra,2.20,51.93,51.93,1.56,yellow,NCRB(IPCCrimes-2022)/Census(2011)
7,7.02,"Embezzlement per 100,000",14,Manipur,2.10,54.41,54.41,1.63,yellow,NCRB(IPCCrimes-2022)/Census(2011)
7,7.02,"Embezzlement per 100,000",17,Meghalaya,0.91,84.25,84.25,2.53,yellow,NCRB(IPCCrimes-2022)/Census(2011)
7,7.02,"Embezzlement per 100,000",15,Mizoram,4.01,6.57,6.57,0.20,orange,NCRB(IPCCrimes-2022)/Census(2011)
7,7.02,"Embezzlement per 100,000",13,Nagaland,1.57,67.79,67.79,2.03,yellow,NCRB(IPCCrimes-2022)/Census(2011)
7,7.02,"Embezzlement per 100,000",21,Odisha,2.06,55.41,55.41,1.66,yellow,NCRB(IPCCrimes-2022)/Census(2011)
7,7.02,"Embezzlement per 100,000",34,Puducherry,1.44,70.91,70.91,2.13,yellow,NCRB(IPCCrimes-2022)/Census(2011)
7,7.02,"Embezzlement per 100,000",3,Punjab,0.99,82.12,82.12,2.46,yellow,NCRB(IPCCrimes-2022)/Census(2011)
7,7.02,"Embezzlement per 100,000",8,Rajasthan,0.62,91.59,91.59,2.75,yellow,NCRB(IPCCrimes-2022)/Census(2011)
7,7.02,"Embezzlement per 100,000",11,Sikkim,0.66,90.63,90.63,2.72,yellow,NCRB(IPCCrimes-2022)/Census(2011)
7,7.02,"Embezzlement per 100,000",33,Tamil Nadu,0.30,99.55,99.55,2.99,yellow,NCRB(IPCCrimes-2022)/Census(2011)
7,7.02,"Embezzlement per 100,000",36,Telangana,1.64,66.03,66.03,1.98,yellow,NCRB(IPCCrimes-2022)/Census(2011)
7,7.02,"Embezzlement per 100,000",16,Tripura,0.90,84.54,84.54,2.54,yellow,NCRB(IPCCrimes-2022)/Census(2011)
7,7.02,"Embezzlement per 100,000",9,Uttar Pradesh,3.73,13.49,13.49,0.40,orange,NCRB(IPCCrimes-2022)/Census(2011)
7,7.02,"Embezzlement per 100,000",5,Uttarakhand,1.82,61.34,61.34,1.84,yellow,NCRB(IPCCrimes-2022)/Census(2011)
7,7.02,"Embezzlement per 100,000",19,West Bengal,2.43,46.22,46.22,1.39,orange,NCRB(IPCCrimes-2022)/Census(2011)
6,6.07,"Dishonestly Receiving/Dealing-in Stolen Property per 100,000",35,Andaman and Nicobar Islands,0.00,100.00,100.00,3.00,green,NCRB(IPCCrimes-2022)/Census(2011)
6,6.07,"Dishonestly Receiving/Dealing-in Stolen Property per 100,000",37,Andhra Pradesh,0.02,99.53,99.53,2.99,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.07,"Dishonestly Receiving/Dealing-in Stolen Property per 100,000",12,Arunachal Pradesh,0.00,100.00,100.00,3.00,green,NCRB(IPCCrimes-2022)/Census(2011)
6,6.07,"Dishonestly Receiving/Dealing-in Stolen Property per 100,000",18,Assam,0.52,84.85,84.85,2.55,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.07,"Dishonestly Receiving/Dealing-in Stolen Property per 100,000",10,Bihar,0.70,79.32,79.32,2.38,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.07,"Dishonestly Receiving/Dealing-in Stolen Property per 100,000",4,Chandigarh,2.75,19.29,19.29,0.58,orange,NCRB(IPCCrimes-2022)/Census(2011)
6,6.07,"Dishonestly Receiving/Dealing-in Stolen Property per 100,000",22,Chhattisgarh,0.02,99.54,99.54,2.99,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.07,"Dishonestly Receiving/Dealing-in Stolen Property per 100,000",25,Dadra and Nagar Haveli and Daman and Diu,0.00,100.00,100.00,3.00,green,NCRB(IPCCrimes-2022)/Census(2011)
6,6.07,"Dishonestly Receiving/Dealing-in Stolen Property per 100,000",7,Delhi,0.01,99.65,99.65,2.99,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.07,"Dishonestly Receiving/Dealing-in Stolen Property per 100,000",30,Goa,0.00,100.00,100.00,3.00,green,NCRB(IPCCrimes-2022)/Census(2011)
6,6.07,"Dishonestly Receiving/Dealing-in Stolen Property per 100,000",24,Gujarat,0.21,93.78,93.78,2.81,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.07,"Dishonestly Receiving/Dealing-in Stolen Property per 100,000",6,Haryana,1.83,46.12,46.12,1.38,orange,NCRB(IPCCrimes-2022)/Census(2011)
6,6.07,"Dishonestly Receiving/Dealing-in Stolen Property per 100,000",2,Himachal Pradesh,0.07,97.86,97.86,2.94,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.07,"Dishonestly Receiving/Dealing-in Stolen Property per 100,000",1,Jammu and Kashmir,0.00,100.00,100.00,3.00,green,NCRB(IPCCrimes-2022)/Census(2011)
6,6.07,"Dishonestly Receiving/Dealing-in Stolen Property per 100,000",20,Jharkhand,1.47,56.90,56.90,1.71,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.07,"Dishonestly Receiving/Dealing-in Stolen Property per 100,000",29,Karnataka,0.00,99.90,99.90,3.00,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.07,"Dishonestly Receiving/Dealing-in Stolen Property per 100,000",32,Kerala,0.01,99.82,99.82,2.99,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.07,"Dishonestly Receiving/Dealing-in Stolen Property per 100,000",35,Ladakh,0.00,100.00,100.00,3.00,green,NCRB(IPCCrimes-2022)/Census(2011)
6,6.07,"Dishonestly Receiving/Dealing-in Stolen Property per 100,000",31,Lakshadweep,0.00,100.00,100.00,3.00,green,NCRB(IPCCrimes-2022)/Census(2011)
6,6.07,"Dishonestly Receiving/Dealing-in Stolen Property per 100,000",23,Madhya Pradesh,0.38,88.80,88.80,2.66,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.07,"Dishonestly Receiving/Dealing-in Stolen Property per 100,000",27,Maharashtra,0.00,99.90,99.90,3.00,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.07,"Dishonestly Receiving/Dealing-in Stolen Property per 100,000",14,Manipur,0.08,97.71,97.71,2.93,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.07,"Dishonestly Receiving/Dealing-in Stolen Property per 100,000",17,Meghalaya,0.00,100.00,100.00,3.00,green,NCRB(IPCCrimes-2022)/Census(2011)
6,6.07,"Dishonestly Receiving/Dealing-in Stolen Property per 100,000",15,Mizoram,0.00,100.00,100.00,3.00,green,NCRB(IPCCrimes-2022)/Census(2011)
6,6.07,"Dishonestly Receiving/Dealing-in Stolen Property per 100,000",13,Nagaland,0.00,100.00,100.00,3.00,green,NCRB(IPCCrimes-2022)/Census(2011)
6,6.07,"Dishonestly Receiving/Dealing-in Stolen Property per 100,000",21,Odisha,0.00,100.00,100.00,3.00,green,NCRB(IPCCrimes-2022)/Census(2011)
6,6.07,"Dishonestly Receiving/Dealing-in Stolen Property per 100,000",34,Puducherry,0.00,100.00,100.00,3.00,green,NCRB(IPCCrimes-2022)/Census(2011)
6,6.07,"Dishonestly Receiving/Dealing-in Stolen Property per 100,000",3,Punjab,8.00,-135.04,0.00,0.00,red,NCRB(IPCCrimes-2022)/Census(2011)
6,6.07,"Dishonestly Receiving/Dealing-in Stolen Property per 100,000",8,Rajasthan,0.00,99.87,99.87,3.00,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.07,"Dishonestly Receiving/Dealing-in Stolen Property per 100,000",11,Sikkim,0.00,100.00,100.00,3.00,green,NCRB(IPCCrimes-2022)/Census(2011)
6,6.07,"Dishonestly Receiving/Dealing-in Stolen Property per 100,000",33,Tamil Nadu,0.00,99.92,99.92,3.00,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.07,"Dishonestly Receiving/Dealing-in Stolen Property per 100,000",36,Telangana,0.00,99.92,99.92,3.00,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.07,"Dishonestly Receiving/Dealing-in Stolen Property per 100,000",16,Tripura,0.00,100.00,100.00,3.00,green,NCRB(IPCCrimes-2022)/Census(2011)
6,6.07,"Dishonestly Receiving/Dealing-in Stolen Property per 100,000",9,Uttar Pradesh,2.25,33.79,33.79,1.01,orange,NCRB(IPCCrimes-2022)/Census(2011)
6,6.07,"Dishonestly Receiving/Dealing-in Stolen Property per 100,000",5,Uttarakhand,0.00,100.00,100.00,3.00,green,NCRB(IPCCrimes-2022)/Census(2011)
6,6.07,"Dishonestly Receiving/Dealing-in Stolen Property per 100,000",19,West Bengal,0.99,70.94,70.94,2.13,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.09,"Counterfeiting per 100,000",35,Andaman and Nicobar Islands,0.00,100.00,100.00,3.00,green,NCRB(IPCCrimes-2022)/Census(2011)
6,6.09,"Counterfeiting per 100,000",37,Andhra Pradesh,0.05,82.81,82.81,2.48,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.09,"Counterfeiting per 100,000",12,Arunachal Pradesh,0.14,48.68,48.68,1.46,orange,NCRB(IPCCrimes-2022)/Census(2011)
6,6.09,"Counterfeiting per 100,000",18,Assam,0.23,18.08,18.08,0.54,orange,NCRB(IPCCrimes-2022)/Census(2011)
6,6.09,"Counterfeiting per 100,000",10,Bihar,0.01,94.88,94.88,2.85,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.09,"Counterfeiting per 100,000",4,Chandigarh,0.00,100.00,100.00,3.00,green,NCRB(IPCCrimes-2022)/Census(2011)
6,6.09,"Counterfeiting per 100,000",22,Chhattisgarh,0.03,90.27,90.27,2.71,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.09,"Counterfeiting per 100,000",25,Dadra and Nagar Haveli and Daman and Diu,0.00,100.00,100.00,3.00,green,NCRB(IPCCrimes-2022)/Census(2011)
6,6.09,"Counterfeiting per 100,000",7,Delhi,0.20,28.09,28.09,0.84,orange,NCRB(IPCCrimes-2022)/Census(2011)
6,6.09,"Counterfeiting per 100,000",30,Goa,0.00,100.00,100.00,3.00,green,NCRB(IPCCrimes-2022)/Census(2011)
6,6.09,"Counterfeiting per 100,000",24,Gujarat,0.07,76.50,76.50,2.30,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.09,"Counterfeiting per 100,000",6,Haryana,0.06,80.39,80.39,2.41,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.09,"Counterfeiting per 100,000",2,Himachal Pradesh,0.01,94.83,94.83,2.84,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.09,"Counterfeiting per 100,000",1,Jammu and Kashmir,0.02,94.21,94.21,2.83,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.09,"Counterfeiting per 100,000",20,Jharkhand,0.01,95.69,95.69,2.87,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.09,"Counterfeiting per 100,000",29,Karnataka,0.05,81.98,81.98,2.46,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.09,"Counterfeiting per 100,000",32,Kerala,0.10,62.80,62.80,1.88,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.09,"Counterfeiting per 100,000",35,Ladakh,0.00,100.00,100.00,3.00,green,NCRB(IPCCrimes-2022)/Census(2011)
6,6.09,"Counterfeiting per 100,000",31,Lakshadweep,0.00,100.00,100.00,3.00,green,NCRB(IPCCrimes-2022)/Census(2011)
6,6.09,"Counterfeiting per 100,000",23,Madhya Pradesh,0.03,89.73,89.73,2.69,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.09,"Counterfeiting per 100,000",27,Maharashtra,0.05,83.57,83.57,2.51,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.09,"Counterfeiting per 100,000",14,Manipur,0.16,44.74,44.74,1.34,orange,NCRB(IPCCrimes-2022)/Census(2011)
6,6.09,"Counterfeiting per 100,000",17,Meghalaya,0.13,52.13,52.13,1.56,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.09,"Counterfeiting per 100,000",15,Mizoram,0.64,-126.53,0.00,0.00,red,NCRB(IPCCrimes-2022)/Census(2011)
6,6.09,"Counterfeiting per 100,000",13,Nagaland,0.00,100.00,100.00,3.00,green,NCRB(IPCCrimes-2022)/Census(2011)
6,6.09,"Counterfeiting per 100,000",21,Odisha,0.03,89.85,89.85,2.70,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.09,"Counterfeiting per 100,000",34,Puducherry,0.08,71.55,71.55,2.15,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.09,"Counterfeiting per 100,000",3,Punjab,0.04,84.64,84.64,2.54,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.09,"Counterfeiting per 100,000",8,Rajasthan,0.07,75.14,75.14,2.25,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.09,"Counterfeiting per 100,000",11,Sikkim,0.00,100.00,100.00,3.00,green,NCRB(IPCCrimes-2022)/Census(2011)
6,6.09,"Counterfeiting per 100,000",33,Tamil Nadu,0.05,81.79,81.79,2.45,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.09,"Counterfeiting per 100,000",36,Telangana,0.05,80.73,80.73,2.42,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.09,"Counterfeiting per 100,000",16,Tripura,0.22,22.68,22.68,0.68,orange,NCRB(IPCCrimes-2022)/Census(2011)
6,6.09,"Counterfeiting per 100,000",9,Uttar Pradesh,0.04,87.03,87.03,2.61,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.09,"Counterfeiting per 100,000",5,Uttarakhand,0.12,57.76,57.76,1.73,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.09,"Counterfeiting per 100,000",19,West Bengal,0.09,69.27,69.27,2.08,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.1,"Fraud per 100,000",35,Andaman and Nicobar Islands,2.63,84.68,84.68,2.54,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.1,"Fraud per 100,000",37,Andhra Pradesh,3.84,77.22,77.22,2.32,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.1,"Fraud per 100,000",12,Arunachal Pradesh,1.88,89.29,89.29,2.68,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.1,"Fraud per 100,000",18,Assam,3.03,82.24,82.24,2.47,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.1,"Fraud per 100,000",10,Bihar,1.69,90.48,90.48,2.71,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.1,"Fraud per 100,000",4,Chandigarh,7.48,54.80,54.80,1.64,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.1,"Fraud per 100,000",22,Chhattisgarh,2.20,87.31,87.31,2.62,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.1,"Fraud per 100,000",25,Dadra and Nagar Haveli and Daman and Diu,37.22,-128.10,0.00,0.00,red,NCRB(IPCCrimes-2022)/Census(2011)
6,6.1,"Fraud per 100,000",7,Delhi,8.73,47.13,47.13,1.41,orange,NCRB(IPCCrimes-2022)/Census(2011)
6,6.1,"Fraud per 100,000",30,Goa,4.18,75.12,75.12,2.25,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.1,"Fraud per 100,000",24,Gujarat,0.15,99.92,99.92,3.00,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.1,"Fraud per 100,000",6,Haryana,6.19,62.77,62.77,1.88,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.1,"Fraud per 100,000",2,Himachal Pradesh,2.05,88.21,88.21,2.65,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.1,"Fraud per 100,000",1,Jammu and Kashmir,1.36,92.47,92.47,2.77,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.1,"Fraud per 100,000",20,Jharkhand,0.98,94.82,94.82,2.84,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.1,"Fraud per 100,000",29,Karnataka,1.33,92.64,92.64,2.78,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.1,"Fraud per 100,000",32,Kerala,0.41,98.34,98.34,2.95,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.1,"Fraud per 100,000",35,Ladakh,0.00,100.85,100.00,3.00,green,NCRB(IPCCrimes-2022)/Census(2011)
6,6.1,"Fraud per 100,000",31,Lakshadweep,6.20,62.68,62.68,1.88,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.1,"Fraud per 100,000",23,Madhya Pradesh,0.99,94.77,94.77,2.84,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.1,"Fraud per 100,000",27,Maharashtra,4.13,75.45,75.45,2.26,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.1,"Fraud per 100,000",14,Manipur,0.82,95.82,95.82,2.87,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.1,"Fraud per 100,000",17,Meghalaya,2.16,87.58,87.58,2.63,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.1,"Fraud per 100,000",15,Mizoram,0.18,99.73,99.73,2.99,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.1,"Fraud per 100,000",13,Nagaland,0.45,98.05,98.05,2.94,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.1,"Fraud per 100,000",21,Odisha,0.20,99.62,99.62,2.99,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.1,"Fraud per 100,000",34,Puducherry,1.60,90.99,90.99,2.73,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.1,"Fraud per 100,000",3,Punjab,2.07,88.10,88.10,2.64,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.1,"Fraud per 100,000",8,Rajasthan,5.96,64.20,64.20,1.93,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.1,"Fraud per 100,000",11,Sikkim,0.16,99.84,99.84,3.00,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.1,"Fraud per 100,000",33,Tamil Nadu,0.74,96.31,96.31,2.89,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.1,"Fraud per 100,000",36,Telangana,13.42,18.30,18.30,0.55,orange,NCRB(IPCCrimes-2022)/Census(2011)
6,6.1,"Fraud per 100,000",16,Tripura,0.38,98.50,98.50,2.96,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.1,"Fraud per 100,000",9,Uttar Pradesh,1.21,93.41,93.41,2.80,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.1,"Fraud per 100,000",5,Uttarakhand,11.58,29.61,29.61,0.89,orange,NCRB(IPCCrimes-2022)/Census(2011)
6,6.1,"Fraud per 100,000",19,West Bengal,0.19,99.66,99.66,2.99,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.11,"Cheating per 100,000",35,Andaman and Nicobar Islands,7.62,80.67,80.67,2.42,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.11,"Cheating per 100,000",37,Andhra Pradesh,12.30,64.43,64.43,1.93,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.11,"Cheating per 100,000",12,Arunachal Pradesh,7.52,81.03,81.03,2.43,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.11,"Cheating per 100,000",18,Assam,9.39,74.53,74.53,2.24,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.11,"Cheating per 100,000",10,Bihar,5.85,86.80,86.80,2.60,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.11,"Cheating per 100,000",4,Chandigarh,21.13,33.81,33.81,1.01,orange,NCRB(IPCCrimes-2022)/Census(2011)
6,6.11,"Cheating per 100,000",22,Chhattisgarh,4.50,91.48,91.48,2.74,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.11,"Cheating per 100,000",25,Dadra and Nagar Haveli and Daman and Diu,5.12,89.33,89.33,2.68,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.11,"Cheating per 100,000",7,Delhi,17.23,47.32,47.32,1.42,orange,NCRB(IPCCrimes-2022)/Census(2011)
6,6.11,"Cheating per 100,000",30,Goa,10.90,69.28,69.28,2.08,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.11,"Cheating per 100,000",24,Gujarat,3.45,95.13,95.13,2.85,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.11,"Cheating per 100,000",6,Haryana,11.90,65.83,65.83,1.97,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.11,"Cheating per 100,000",2,Himachal Pradesh,4.27,92.29,92.29,2.77,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.11,"Cheating per 100,000",1,Jammu and Kashmir,3.54,94.83,94.83,2.84,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.11,"Cheating per 100,000",20,Jharkhand,5.25,88.88,88.88,2.67,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.11,"Cheating per 100,000",29,Karnataka,9.35,74.66,74.66,2.24,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.11,"Cheating per 100,000",32,Kerala,23.26,26.41,26.41,0.79,orange,NCRB(IPCCrimes-2022)/Census(2011)
6,6.11,"Cheating per 100,000",35,Ladakh,4.38,91.91,91.91,2.76,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.11,"Cheating per 100,000",31,Lakshadweep,0.00,107.10,100.00,3.00,green,NCRB(IPCCrimes-2022)/Census(2011)
6,6.11,"Cheating per 100,000",23,Madhya Pradesh,3.39,95.34,95.34,2.86,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.11,"Cheating per 100,000",27,Maharashtra,8.97,75.97,75.97,2.28,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.11,"Cheating per 100,000",14,Manipur,2.72,97.65,97.65,2.93,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.11,"Cheating per 100,000",17,Meghalaya,9.10,75.53,75.53,2.27,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.11,"Cheating per 100,000",15,Mizoram,13.94,58.73,58.73,1.76,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.11,"Cheating per 100,000",13,Nagaland,1.52,101.84,100.00,3.00,green,NCRB(IPCCrimes-2022)/Census(2011)
6,6.11,"Cheating per 100,000",21,Odisha,12.55,63.57,63.57,1.91,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.11,"Cheating per 100,000",34,Puducherry,3.37,95.42,95.42,2.86,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.11,"Cheating per 100,000",3,Punjab,10.00,72.40,72.40,2.17,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.11,"Cheating per 100,000",8,Rajasthan,26.75,14.30,14.30,0.43,orange,NCRB(IPCCrimes-2022)/Census(2011)
6,6.11,"Cheating per 100,000",11,Sikkim,3.93,93.46,93.46,2.80,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.11,"Cheating per 100,000",33,Tamil Nadu,4.72,90.74,90.74,2.72,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.11,"Cheating per 100,000",36,Telangana,59.73,-100.11,0.00,0.00,red,NCRB(IPCCrimes-2022)/Census(2011)
6,6.11,"Cheating per 100,000",16,Tripura,4.25,92.37,92.37,2.77,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.11,"Cheating per 100,000",9,Uttar Pradesh,4.28,92.27,92.27,2.77,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.11,"Cheating per 100,000",5,Uttarakhand,2.63,97.99,97.99,2.94,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.11,"Cheating per 100,000",19,West Bengal,8.61,77.22,77.22,2.32,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.12,"Forgery per 100,000",35,Andaman and Nicobar Islands,0.26,92.51,92.51,2.78,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.12,"Forgery per 100,000",37,Andhra Pradesh,0.54,84.01,84.01,2.52,yellow,NCRB(IPCCrimes-2022)/Census(2011)
6,6.12,"Forgery per 100,000",12,Arunachal Pradesh,2.67,17.67,17.67,0.53,orange,NCRB(IPCCrimes-2022)/Census(2011)
